,pub_date,original_title,foreign_title,english_title,author,original_abstract,english_abstract,url
10,2020.03,코로나19 사회적 거리두기 신체활동수칙,,Physical activity guideline for social distancing during COVID-19,고광욱(고신대학교 의과대학),.,"Objectives: Although social distancing have preventive effects for COVID-19, some side effects including physical inactivity and psychological illness needs additional measure. Methods: Based on physical activity guideline for Korean from Korean Ministry of Health and Welfare, Professionals from Korean Society for Health Education and Promotion(KOSHEP) and from Korea Exercise Specialist Association(KESA) gave ideas and some literatures and made good suggestion. Results: New perspectives from recent physical activity paradigm were considered. Major points from new physical activity guidelines were considered including feeling, sleeping and functioning. Characteristics of COVID-19 and social distancing guideline form Korean Ministry of Health and Welfare were also considered. Conclusion: In this introductional physical activity guideline for social distanacing, some important points were considered and brief results were submitted. But continuous research and improvement are needed.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002576928
11,2020.03,코로나 방전의 방향탐지를 위한 전기적 빔 조향 기반 라디오미터 시스템 연구,Study of Radiometer System Based on Electrical Beam Steering for Direction Detection of Corona Discharge,Study of Radiometer System Based on Electrical Beam Steering for Direction Detection of Corona Discharge,천창율(Dept. of Electrical and Computer Engineering,"In this study, we designed and fabricated a radiometer using electric beam steering to improve the problems of the conventional corona discharge detection. The research was then conducted to image the data so that direction of corona discharge could be detected. When a corona discharge occurred, heat was generated around it and the electromagnetic wave generated by the heat was detected to detect the direction of the corona discharge. In addition, by selecting the electric beam steering using a phase shifter, the stability of the system is increased and the data is imaged to increase the accuracy of the detection of the measurement object. In particular, by showing the possibility of direction detection using electric beam steering, it laid the foundation for the possibility of direction detection of corona discharge.","In this study, we designed and fabricated a radiometer using electric beam steering to improve the problems of the conventional corona discharge detection. The research was then conducted to image the data so that direction of corona discharge could be detected. When a corona discharge occurred, heat was generated around it and the electromagnetic wave generated by the heat was detected to detect the direction of the corona discharge. In addition, by selecting the electric beam steering using a phase shifter, the stability of the system is increased and the data is imaged to increase the accuracy of the detection of the measurement object. In particular, by showing the possibility of direction detection using electric beam steering, it laid the foundation for the possibility of direction detection of corona discharge.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002564654
12,2020.04,코로나19(COVID-19)와 관련한 보험약관 및 보험법적 쟁점의 검토,,Review of Insurance Policy Related to COVID-19 and Insurance Law Issues,맹수석(충남대학교),"세계적으로 코로나19 확진자가 급증하자 세계보건기구(WHO)는 코로나19 대유행을 선언하였다. 그런데 코로나19에 대한 검사와 치료가 광범하게 진행되면서 부담 비용과 관련한다양한 논란, 특히 사망에 따른 보험금의 지급 문제 등이 첨예한 법적 쟁점으로 떠오르고있다. 생명보험계약에서는 재해사고 뿐만 아니라 감염병예방법에서 규정한 ‘제1급감염병’도 재해로 보아 처리하고 있는데, 2013. 12. 17. 이후 표준약관에서는 KCD분류에서 U코드에 해당하는 질병은 재해분류에서 제외한다고 규정하고 있다. 한편 생명보험사가 판매하고 있는 보험상품약관에서는 감염병예방법상 ‘제1급감염병’을 재해로 본다고 하면서 개정 전 감염병예방법상의 ‘제1종감염병’의 병명을 명시하고 있어 코로나19로 인한 사망이 재해보장대상이 되는지에 대한 해석상 논란이 제기되고 있다.
코로나19는 감염병예방법상 신종감염병증후군에 해당되어 ‘제1급감염병’에 포함되므로 U코드 재해면책조항이 없던 2013. 12. 17. 이전의 생명보험약관에서는 재해로 보아야 하지만, 현행 KCD상에서는 U07.1로 분류되어 U코드 재해면책조항이 있는 약관상의 재해에 해당하지 않는다. 그런데 이 약관에도 향후 KCD분류가 변경되어 재해에 해당하는 코드가 추가될 경우에는 그 재해를 포함한다고 규정하고 있어, 현재는 임시코드인 U코드로 분류되는 코로나19가 언젠가 정상코드로 분류되면 다시 재해로 처리할 수밖에 없게 된다. 감염병예방법상의 제1급감염병을 담보하면서 개정 전의 제1군감염병을 예시로 명시하고 있는 현행 생명보험사 판매약관에서는 작성자불이익 원칙에 의해 개정 전·후의 제1군감염병 6종 및 제1급감염병 14종을 모두 담보하여야 한다.
다만, 개정된 이후의 약관상 U코드 면책조항이 있으므로 사스, 메르스, 코로나19는 재해에서 제외되는 것으로 해석되나, KCD의 U코드가 향후 정상코드로 재분류될 때는 이들 감염병에 대해서도 재해로 처리할 수밖에 없게 된다. 또한 우리나라의 경우 코로나19 치명율이 높지 않아 보험단체성을 해하는 정도는 아니므로, 생명보험에 있어서 코로나19에 의한사망을 재해사고로 보아야 한다. 그리고 팬데믹과 같은 거대위험을 통상의 보험료 산출기준으로 담보하게 되면 보험단체가 붕괴될 수 있으므로, 새롭게 출현하는 감염병에 대해서는 보험요율 산출기준을 기초로 특정 감염병을 담보하는 방향으로 약관이 개정되어야 할 것이다. 그리고 코로나19와 같은 대형전염병 리스크에 대비하여 보험회사들은 거대위험증권의 활용 등을 검토할 필요도 있다.","There has been an exponential growth of people suffering and dying from COVID-19, and therefore, the World Health Organization (WHO) declared COVID-19 as a pandemic. As inspections and treatments are being conducted at massive scales, various legal issues on cost shouldering and particularly about issues on insurance laws related to payment of insurance benefits due to death are rising as sharp issues to deal with. If COVID-19 is viewed as a disease, it will be deemed not only as a accident according to the life insurance contract, but ‘infectious diseases’ prescribed by the infection disease prevention law will also deem it as an accident, and thus pay out higher insurance compared to general deaths. But the Korea Classification Disease (KCD) of the life insurance contract excluded COVID-19 from disaster classifications and categorized it as a disease for which disaster insurance is not paid for. Likewise, a single contract is unclear on whether death by COVID-19 is subject to coverage, and therefore, disputes on interpretations of contracts are being pointed out.
COVID-19 is not only included in infectious diseases according to the infectious disease prevention act, but deaths by COVID-19 also have the conditions for being designated as an accident covered by insurance, while the life insurance standard contract also prescribe regular accidents and ‘infectious diseases’ as subject to coverage, and thus, COVID-19 should be included for accident coverage. However, it is prescribed that when corresponding to U Code in KCD, it is an accident for which insurance does not have to be paid, and it claims that it will apply enacted/revised infectious law acts at the time the incident occurred, and therefore, the grounds for excluding disaster insurance is unclear. In this case, contra proferentem should be applied and the insurer is obliged to pay disaster insurance. It is necessary to clarify the contract terms in the future, and if insurance companies guarantee mass disasters such as pandemics in its normal insurance premium calculation standards, there is risk of such insurance company to go bankrupt. Therefore, it should be revised in a way to guarantee infectious diseases based on insurance tariff calculation standards. In addition, it is also necessary for insurance companies to utilize CATastrophe Bonds in preparation of large-scale infectious disease risks such as COVID-19.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002585873
13,2020.04,코로나바이러스감염증-19에서의 회복기혈장치료 시 고려사항,,Practical Considerations in Convalescent Plasma Therapy for  Coronavirus Disease 2019,노주혜(연세대학교 의과대학 진단검사의학교실),"Convalescent plasma therapy has been used to achieve passive immunization against diverse infectious agents by administering pathogen-specific antibodies. Coronavirus disease 19 (COVID-19), which originated in Wuhan, China, has recently become a major concern all over the world. There are no specific treatment recommendations for COVID-19 because of the lack of knowledge and evidence about this virus. Convalescent plasma therapy can be used as an empirical and investigational treatment for COVID-19, and so we briefly describe the main issues related to convalescent plasma therapy from the perspective of transfusion medicine. (Korean J Blood Transfus 2020;31:67-69)","Convalescent plasma therapy has been used to achieve passive immunization against diverse infectious agents by administering pathogen-specific antibodies. Coronavirus disease 19 (COVID-19), which originated in Wuhan, China, has recently become a major concern all over the world. There are no specific treatment recommendations for COVID-19 because of the lack of knowledge and evidence about this virus. Convalescent plasma therapy can be used as an empirical and investigational treatment for COVID-19, and so we briefly describe the main issues related to convalescent plasma therapy from the perspective of transfusion medicine. (Korean J Blood Transfus 2020;31:67-69)",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002583946
14,2020.04,코로나19로 인한 응급 상황에서 의료자원 분배 및 백신 접종의 우선순위 설정,,Setting Priorities for Medical Resource Allocation of Emergency Treatment and Vaccination for COVID-19 in South Korea,김준혁(연세대학교 의과대학),"코로나바이러스감염증-19(이하 코로나19)는 2020년 현재 범유행하며 여러 국가에 재난적 손해를 끼치고 있으며, 의료자원의 부족으로 여러 갈등 상황이 벌어지고 있다. 응급 상황에서 환자를 분류하기 위한 방침이 제시되어 있긴 하나, 포괄적으로 의료자원을 분배하는 데에 적용하기에는 한계가 있다. 본 논문은 이를 다루는 분야인 의료정의론을 간략히 살피고, 의료자원 분배에 적용될 수 있는 원칙을 확인한 다음, 임상 치료와 백신 접종에서 세워져 있는 의료자원 분배 원칙을 살폈다. 다음, 국내 상황에서 코로나19에 적용할 수 있는 의료자원 분배 원칙과 이후 백신이 개발되었을 때 접종 순서에 관해 논의하였다. 논문은 치료의 경우 운 평등주의적 견해를, 백신의 경우 최대한의 생존 연수 확보를 기본으로 하여 다른 원칙을 보조적으로 적용할 것을 제시하며, 관련 논의를 위해 논의 기구 설치가 필요함을 주장한다.","Coronavirus disease (COVID-19) reached pandemic levels in 2020, causing catastrophic damage to many countries, including various challenges related to a lack of medical resources. Although policies for classifying patients have been proposed for emergency situations, there are limitations in applying these principles for the allocation of medical resources in a comprehensive manner. This paper briefly examines relevant medical justice theories from the standpoint of their applicability to the allocation of medical resources. It also considers the principles of medical resource allocation established for clinical treatment and vaccination. Next, the principles of medical resource allocation applicable to COVID-19 in domestic situations and the sequence of vaccination when effective vaccines are available are discussed. The paper suggests that the theory of luck egalitarianism can be applied in the clinical treatment of COVID-19 emergency cases, and the principle of saving the most life-years is most applicable in the vaccination program, with other principles also relevant as supplementary guidance. We argue that the establishment of a deliberative body to address medical resource allocation is necessary for policy decisions and applications.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002581582
15,2020.04,코로나바이러스감염증-19 상황에서 일개 국가지정 의료기관의 이동형 병원 CT 활용 사례,,Application of Mobile Hospital Computed Tomography in a State-Designated Medical Institution under the Coronavirus Disease 2019 (COVID-19) Situation by Example,신형호(국립중앙의료원,.,"This study aims to explain the process of providing important medical images for the diagnosis of pneumonia caused by coronavirus disease 2019 (COVID-19) through the only mobile hospital computed tomography (CT) in Korea.
Since January 28, 2020, medical imaging examinations have been provided to confirmed and suspected COVID-19 patients, and the quality of images was evaluated based on the objective and subjective indicators. In order to prevent the transmission in the hospital that may occur due to exposure to medical staff and general patients, personal protective equipment was worn and the separate route was used blocking human infection factors. For 11 weeks, a total of 185 tests were performed for 98 confirmed patients and 72 suspected patients. The average time to complete the test was 33 minutes. In the course of the test, no cross-infection cases were examined. During the outbreak of the COVID-19, the only mobile hospital CT room of Korea provided medical imaging examinations without infection among medical staff and patients and also provided adequate medical images without significant difference (p &gt;0.05) in determining the degree of pneumonia progression compared to a stationary in-hospital CT.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002583992
16,2020.04,‘코로나 3법’ 주요내용과 개선과제,,None,김준현(건강정책참여연구소),,,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002587190
17,2020.04,코로나19 확산에 대한 국내 잠재 관광객의 감정 반응 연구:  의미론적 네트워크 분석의 활용,,A Study on the Emotional Response of Korean Potential Tourists to the Spread of COVID-19:  An application of Semantic Network Analysis,홍민정(우송정보대학),"관광동기의 가장 중요한 요인 가운데 하나는 관광욕구이며, 이러한 욕구는 잠재 관광객들의 감정에 영향을 미친다는 측면에서 코로나19 확산으로 인해 관광객들의 억제되어 있는 관광욕구가 어떠한 감정으로 표출될 수 있는지 파악해볼 필요가 있다. 이에, 본 연구에서는 코로나19 상황에서 관광욕구를 가진 잠재 관광객들의 감정 반응을 파악하기 위해 의미론적 네트워크 분석을 활용해 코로나 확산과 관광/여행에 대한 트위터 공유 내용을 살펴보고 이를 토대로 관광산업의 대응 방안을 제시하고자 하였다. 국내 잠재 관광객들의 코로나와 관광/여행에 대한 감정을 분석하기 위하여 코로나19 확산으로 171개국에서 한국인 입국금지를 시행한 시점인 2020년 3월 9일부터 25일까지 트위터(Twitter)에 공유한 내용을 데이터 수집의 대상으로 삼았다. 한국어 ‘코로나 관광’과 ‘코로나 여행’을 키워드로 삼았으며, ‘코로나 관광’으로 2,126개, ‘코로나 여행’으로 8,278개의 트윗이 수집되었으며, 트윗을 다시 공유한 리트윗 결과들은 모두 제외하여 총 1,905개 트윗과 멘션을 분석에 활용하였고, 단어 간 연결 관계를 파악해 네트워크화 시키는 분석법인 의미론적 네트워크 분석(semantic network analysis, SNA)을 활용하여 연구 결과를 도출하였다. 연구 결과에 따르면, 네 가지 주요 군집을 도출해냈으며, ‘군집 1) 놀라움: 여행 후 감염 뉴스,’ ‘군집 2) 억눌림: 강한 여행 욕구,’ ‘군집 3) 불안: 여행 경보와 관광업계 경영난,’ 그리고 ‘군집 4) 분노: 입국금지에 대한 반응’으로 명명했다. 전염병 확산에 대한 잠재 관광객의 감정 반응에 대한 연구는 전무한 실정으로서, 본 연구는 잠재 관광객들이 공유한 텍스트를 통해 직접적으로 감정적 반응을 읽어내려고 시도했다는 점에서 그 가치가 있다.","One of the most important factor in tourism motivation is the desire for tourism, and it is necessary to find out how the COVID-19 spread has an influence on the potential tourists' emotions, especially for the pent-up travel desire. This study wanted to examine the contents of Twitter sharing on the spread of COVID-19(Corona19) and tourism/travel by using semantic network analysis. Also, this study suggested countermeasures for the tourism industry based on the results. In order to analyze the emotional responses of Korean potential tourists on COVID-19 and tourism/travel, the data collection target was tweets and mentions on Twitter from March 9-25, 2020, when the COVID-19 forced the entry bans on Koreans from 171 countries. Keywords were 'Corona Tour' and 'Corona Travel' in Korean, 2,126 tweets were collected as 'Corona Tour' and 8,278 tweets were collected as 'Corona Travel'. In total of 1,905 tweets were used for the data analysis after excluding all retweets. This study used semantics network analysis to identify connection between words. According to the study, four major clusters were derived: Cluster 1) Surprise: Post-Travel Infection News; Cluster 2) Suppression: Strong Travel Needs: Cluster 3) Anxiety: Travel Alerts and Financial Difficulties of Tourism Industry; and Cluster 4) Rage: Reaction to Entry Bans. The study has value because it attempted to read out Korean potential tourists’ emotional responses towards the spread of COVID-19 directly through shared text.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002582890
18,2020.04,"코로나바이러스감염증-19의 바이러스 (SARS-CoV-2) 특징, 전파 및 임상 양상",,"Epidemiology, Virology, and Clinical Features of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2; Coronavirus Disease-19)",박수은(부산대학교 의과대학 소아청소년과학교실),"2019년 12월에 중국 후베이성 우한시에서 원인 미상 폐렴이 무리 지어 발생하기 시작하였다. 환자의 하기도에서 이전에 알려지지 않은 새로운 코로나바이러스가 분리되었으며 severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2)로 명명되었다. 세계보건기구는 SARS-CoV-2에 의한 질병을 코로나바이러스감염증-19(coronavirus disease 2019, COVID-19)로 명명하였다. 2020년 3월 11일에 COVID-19는 전세계 최소 114국으로 퍼졌으며 약 4,000명이 사망하여 세계보건기구는 COVID-19가 세계적 대유행임을 선언하였다. 지난 20년 동안 새로운 코로나바이러스에 의한 두 번의 유행이 있었다. 2002-2003년 중증급성호흡기증후군(severe acute respiratory syndrome, SARS) 유행 시에는 8,098명의 확진 환자와 774명의 사망자가 발생하였으며, 2012년에 사우디 아라비아에서 시작되어 현재까지 주로 아라비아 반도에서 발생하고 있는 중동호흡기증후군(Middle East respiratory syndrome, MERS)는 2019년까지 총 2,499명의 환자와 858명의 사망자를 발생시켰다. 본 종설의 목적은 2020년 3월 12일까지 알려진 SARS-CoV-2의 특징과 전파 양상 및 COVID-19의 임상 증상을 알아보고 SARS와 MERS와의 유사점 및 차이점에 대하여 간략하게 소개하는 것이다.","A cluster of severe pneumonia of unknown etiology in Wuhan City, Hubei province in China emerged in December 2019. A novel coronavirus named severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) was isolated from lower respiratory tract sample as the causative agent. The current outbreak of infections with SARS-CoV-2 is termed coronavirus disease 2019 (COVID-19) by the World Health Organization (WHO). COVID-19 rapidly spread into at least 114 countries and killed more than 4,000 people by March 11, 2020. WHO officially declared COVID-19 a pandemic on March 11, 2020. There have been 2 novel coronavirus outbreaks in the past 2 decades. The outbreak of severe acute respiratory syndrome (SARS) in 2002–2003 caused by SARS-CoV had a case fatality rate of around 10% (8,098 confirmed cases and 774 deaths), while Middle East respiratory syndrome (MERS) caused by MERS-CoV killed 858 people out of a total 2,499 confirmed cases between 2012 and 2019. The purpose of this review is to summarize known-to-date information about SARS-CoV-2, transmission of SARS-CoV-2, and clinical features of COVID-19.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002583114
19,2020.05,코로나19 확산이 동북아 공항 네트워크 중심성 지수에 미친 영향: 소셜 네트워크 분석을 중심으로,,Effects of the COVID-19 spread on the Northeast Asia Airport Network Centrality: Using Social Network Analysis,신태진(인천국제공항공사 공항연구소),"본 연구는 코로나19의 세계적 대유행(Pandemic)으로 인한 동북아시아 공항 네트워크의 구조적 변화를 분석하고 공항 경쟁력 향상에 도움을 줄 수 있는 정책 제언을 도출하고자 하였다. 이를 위해 소셜 네트워크 분석(Social Network Analysis; SNA)을 이용하여 코로나19 전후 네트워크의 중심성 분석을 시행하고 네트워크를 시각화하였다. 이를 위해 2019년 3월 4∼10일 및 2020년 3월 9∼15일 각 일주일간의 동북아시아 공항 국제선 전체를 대상으로 출발·도착하는 노선을 OAG(Official Airline Guide)의 Schedules Analyzer Database를 통해 추출하였다. 분석 결과 코로나19 사태 이후 동북아 공항 네트워크의 노드와 링크, 밀도가 감소한 것으로 나타났다. 전반적인 네트워크 밀도 감소 속에서도 인천공항의 중심성은 상대적으로 덜 감소한 것으로 확인되었다. 수요 급감을 겪고 있는 항공운송산업의 위기 극복을 위해 정부 및 공항의 적극적 지원이 필요할 것이다. 본 연구 결과는 코로나19 확산이 동북아시아 공항 네트워크의 중심성 지수에 미친 영향을 분석하여 향후 수요 회복 시 전략 수립에 필요한 실무적 시사점을 제시하였다는 점에서 의의를 갖는다.","The purposes of this paper were: 1) to identify the structural changes of the northeast Asia airport network caused by the pandemic of COVID-19 using social network analysis (SNA) and 2) to suggest proposals for improving airport competitiveness. In this respect, the entire international air routes in northeast Asia airport collected data of 4-10 March 2019 and 9-15 March 2020 through schedules analyzer database of OAG. We found that both the density and centrality have decreased since the spread of COVID-19. The government and airport authorities need active support such as a reduction of various fees and a moratorium on transportation rights to overcome the crisis in the air transport industry. When the COVID-19 situation calms down in the future, we hope that further research will be conducted to identify the structural changes in the SNA aspects through the vast data establishment in countries such as the EU and America.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002588523
